+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|                61 |  1 |     READY |   RUNNING |
|                62 |  1 |   RUNNING |   WAITING |
|                63 |  5 |   WAITING |     READY |
|                63 | 10 |   WAITING |     READY |
|                63 | 10 |     READY |   RUNNING |
|                64 |  1 |   WAITING |     READY |
|                64 | 10 |   RUNNING |   WAITING |
|                64 |  5 |     READY |   RUNNING |
|                65 |  5 |   RUNNING |   WAITING |
|                65 |  1 |     READY |   RUNNING |
|                66 | 10 |   WAITING |     READY |
|                66 |  1 |   RUNNING |   WAITING |
|                66 | 10 |     READY |   RUNNING |
|                67 | 10 |   RUNNING |   WAITING |
|                68 |  5 |   WAITING |     READY |
|                68 |  1 |   WAITING |     READY |
|                68 |  5 |     READY |   RUNNING |
|                69 | 10 |   WAITING |     READY |
|                69 |  5 |   RUNNING |   WAITING |
|                69 | 10 |     READY |   RUNNING |
|                70 | 10 |   RUNNING |   WAITING |
|                70 |  1 |     READY |   RUNNING |
|                71 |  1 |   RUNNING |   WAITING |
|                72 |  5 |   WAITING |     READY |
|                72 | 10 |   WAITING |     READY |
|                72 | 10 |     READY |   RUNNING |
|                73 |  1 |   WAITING |     READY |
|                73 | 10 |   RUNNING |   WAITING |
|                73 |  5 |     READY |   RUNNING |
|                74 |  5 |   RUNNING |   WAITING |
|                74 |  1 |     READY |   RUNNING |
|                75 | 10 |   WAITING |     READY |
|                75 |  1 |   RUNNING |   WAITING |
|                75 | 10 |     READY |   RUNNING |
|                76 | 10 |   RUNNING |   WAITING |
|                77 |  5 |   WAITING |     READY |
|                77 |  1 |   WAITING |     READY |
|                77 |  5 |     READY |   RUNNING |
|                78 | 10 |   WAITING |     READY |
|                78 |  5 |   RUNNING |   WAITING |
|                78 | 10 |     READY |   RUNNING |
|                79 | 10 |   RUNNING |   WAITING |
|                79 |  1 |     READY |   RUNNING |
|                80 |  1 |   RUNNING |   WAITING |
|                81 |  5 |   WAITING |     READY |
|                81 | 10 |   WAITING |     READY |
|                81 | 10 |     READY |   RUNNING |
|                82 |  1 |   WAITING |     READY |
|                82 | 10 |   RUNNING |   WAITING |
|                82 |  5 |     READY |   RUNNING |
|                83 |  5 |   RUNNING |   WAITING |
|                83 |  1 |     READY |   RUNNING |
|                84 | 10 |   WAITING |     READY |
|                84 |  1 |   RUNNING |   WAITING |
|                84 | 10 |     READY |   RUNNING |
|                85 | 10 |   RUNNING |   WAITING |
|                86 |  5 |   WAITING |     READY |
|                86 |  1 |   WAITING |     READY |
|                86 |  5 |     READY |   RUNNING |
|                87 | 10 |   WAITING |     READY |
|                87 |  5 |   RUNNING |   WAITING |
|                87 | 10 |     READY |   RUNNING |
|                88 | 10 |   RUNNING |   WAITING |
|                88 |  1 |     READY |   RUNNING |
|                89 |  1 |   RUNNING |   WAITING |
|                90 |  5 |   WAITING |     READY |
|                90 | 10 |   WAITING |     READY |
|                90 | 10 |     READY |   RUNNING |
|                91 |  1 |   WAITING |     READY |
|                91 | 10 |   RUNNING |   WAITING |
|                91 |  5 |     READY |   RUNNING |
|                92 |  5 |   RUNNING |   WAITING |
|                92 |  1 |     READY |   RUNNING |
|                93 | 10 |   WAITING |     READY |
|                93 |  1 |   RUNNING |   WAITING |
|                93 | 10 |     READY |   RUNNING |
|                94 | 10 |   RUNNING |   WAITING |
|                95 |  5 |   WAITING |     READY |
|                95 |  1 |   WAITING |     READY |
|                95 |  5 |     READY |   RUNNING |
|                96 | 10 |   WAITING |     READY |
|                96 |  5 |   RUNNING |   WAITING |
|                96 | 10 |     READY |   RUNNING |
|                97 | 10 |   RUNNING |   WAITING |
|                97 |  1 |     READY |   RUNNING |
|                98 |  1 |   RUNNING |   WAITING |
|                99 |  5 |   WAITING |     READY |
|                99 | 10 |   WAITING |     READY |
|                99 | 10 |     READY |   RUNNING |
|               100 |  1 |   WAITING |     READY |
|               100 | 10 |   RUNNING |   WAITING |
|               100 |  5 |     READY |   RUNNING |
|               101 |  5 |   RUNNING |   WAITING |
|               101 |  1 |     READY |   RUNNING |
|               102 | 10 |   WAITING |     READY |
|               102 |  1 |   RUNNING |   WAITING |
|               102 | 10 |     READY |   RUNNING |
|               103 | 10 |   RUNNING |   WAITING |
|               104 |  5 |   WAITING |     READY |
|               104 |  1 |   WAITING |     READY |
|               104 |  5 |     READY |   RUNNING |
|               105 | 10 |   WAITING |     READY |
|               105 |  5 |   RUNNING |   WAITING |
|               105 | 10 |     READY |   RUNNING |
|               106 | 10 |   RUNNING |   WAITING |
|               106 |  1 |     READY |   RUNNING |
|               107 |  1 |   RUNNING |   WAITING |
|               108 |  5 |   WAITING |     READY |
|               108 | 10 |   WAITING |     READY |
|               108 | 10 |     READY |   RUNNING |
|               109 |  1 |   WAITING |     READY |
|               109 | 10 |   RUNNING |   WAITING |
|               109 |  5 |     READY |   RUNNING |
|               110 |  5 |   RUNNING |   WAITING |
|               110 |  1 |     READY |   RUNNING |
|               111 | 10 |   WAITING |     READY |
|               111 |  1 |   RUNNING |   WAITING |
|               111 | 10 |     READY |   RUNNING |
|               112 | 10 |   RUNNING |   WAITING |
|               113 |  5 |   WAITING |     READY |
|               113 |  1 |   WAITING |     READY |
|               113 |  5 |     READY |   RUNNING |
|               114 | 10 |   WAITING |     READY |
|               114 |  5 |   RUNNING |   WAITING |
|               114 | 10 |     READY |   RUNNING |
|               115 | 10 |   RUNNING |   WAITING |
|               115 |  1 |     READY |   RUNNING |
|               116 |  1 |   RUNNING |   WAITING |
|               117 |  5 |   WAITING |     READY |
|               117 | 10 |   WAITING |     READY |
|               117 | 10 |     READY |   RUNNING |
|               118 |  1 |   WAITING |     READY |
|               118 | 10 |   RUNNING |   WAITING |
|               118 |  5 |     READY |   RUNNING |
|               119 |  5 |   RUNNING |   WAITING |
|               119 |  1 |     READY |   RUNNING |
|               120 | 10 |   WAITING |     READY |
|               120 |  1 |   RUNNING |   WAITING |
|               120 | 10 |     READY |   RUNNING |
|               121 | 10 |   RUNNING |   WAITING |
|               122 |  5 |   WAITING |     READY |
|               122 |  1 |   WAITING |     READY |
|               122 |  5 |     READY |   RUNNING |
|               123 | 10 |   WAITING |     READY |
|               123 |  5 |   RUNNING |   WAITING |
|               123 | 10 |     READY |   RUNNING |
|               124 | 10 |   RUNNING |   WAITING |
|               124 |  1 |     READY |   RUNNING |
|               125 |  1 |   RUNNING |   WAITING |
|               126 |  5 |   WAITING |     READY |
|               126 | 10 |   WAITING |     READY |
|               126 | 10 |     READY |   RUNNING |
|               127 |  1 |   WAITING |     READY |
|               127 | 10 |   RUNNING |   WAITING |
|               127 |  5 |     READY |   RUNNING |
|               128 |  5 |   RUNNING |   WAITING |
|               128 |  1 |     READY |   RUNNING |
|               129 | 10 |   WAITING |     READY |
|               129 |  1 |   RUNNING |   WAITING |
|               129 | 10 |     READY |   RUNNING |
|               130 | 10 |   RUNNING |   WAITING |
|               131 |  5 |   WAITING |     READY |
|               131 |  1 |   WAITING |     READY |
|               131 |  5 |     READY |   RUNNING |
|               132 | 10 |   WAITING |     READY |
|               132 |  5 |   RUNNING |   WAITING |
|               132 | 10 |     READY |   RUNNING |
|               133 | 10 |   RUNNING |   WAITING |
|               133 |  1 |     READY |   RUNNING |
|               134 |  1 |   RUNNING |   WAITING |
|               135 |  5 |   WAITING |     READY |
|               135 | 10 |   WAITING |     READY |
|               135 | 10 |     READY |   RUNNING |
|               136 |  1 |   WAITING |     READY |
|               136 | 10 |   RUNNING |   WAITING |
|               136 |  5 |     READY |   RUNNING |
|               137 |  5 |   RUNNING |   WAITING |
|               137 |  1 |     READY |   RUNNING |
|               138 | 10 |   WAITING |     READY |
|               138 |  1 |   RUNNING |   WAITING |
|               138 | 10 |     READY |   RUNNING |
|               139 | 10 |   RUNNING |   WAITING |
|               140 |  5 |   WAITING |     READY |
|               140 |  1 |   WAITING |     READY |
|               140 |  5 |     READY |   RUNNING |
|               141 | 10 |   WAITING |     READY |
|               141 |  5 |   RUNNING |   WAITING |
|               141 | 10 |     READY |   RUNNING |
|               142 | 10 |   RUNNING |   WAITING |
|               142 |  1 |     READY |   RUNNING |
|               143 |  1 |   RUNNING |   WAITING |
|               144 |  5 |   WAITING |     READY |
|               144 | 10 |   WAITING |     READY |
|               144 | 10 |     READY |   RUNNING |
|               145 |  1 |   WAITING |     READY |
|               145 | 10 |   RUNNING |   WAITING |
|               145 |  5 |     READY |   RUNNING |
|               146 |  5 |   RUNNING |   WAITING |
|               146 |  1 |     READY |   RUNNING |
|               147 | 10 |   WAITING |     READY |
|               147 |  1 |   RUNNING |   WAITING |
|               147 | 10 |     READY |   RUNNING |
|               148 | 10 |   RUNNING |TERMINATED |
|               149 |  5 |   WAITING |     READY |
|               149 |  1 |   WAITING |     READY |
|               149 |  5 |     READY |   RUNNING |
|               150 |  5 |   RUNNING |   WAITING |
|               150 |  1 |     READY |   RUNNING |
|               151 |  1 |   RUNNING |   WAITING |
|               153 |  5 |   WAITING |     READY |
|               153 |  1 |   WAITING |     READY |
|               153 |  5 |     READY |   RUNNING |
|               154 |  5 |   RUNNING |   WAITING |
|               154 |  1 |     READY |   RUNNING |
|               155 |  1 |   RUNNING |   WAITING |
|               157 |  5 |   WAITING |     READY |
|               157 |  1 |   WAITING |     READY |
|               157 |  5 |     READY |   RUNNING |
|               158 |  5 |   RUNNING |   WAITING |
|               158 |  1 |     READY |   RUNNING |
|               159 |  1 |   RUNNING |   WAITING |
|               161 |  5 |   WAITING |     READY |
|               161 |  1 |   WAITING |     READY |
|               161 |  5 |     READY |   RUNNING |
|               162 |  5 |   RUNNING |   WAITING |
|               162 |  1 |     READY |   RUNNING |
|               163 |  1 |   RUNNING |   WAITING |
|               165 |  5 |   WAITING |     READY |
|               165 |  1 |   WAITING |     READY |
|               165 |  5 |     READY |   RUNNING |
|               166 |  5 |   RUNNING |   WAITING |
|               166 |  1 |     READY |   RUNNING |
|               167 |  1 |   RUNNING |   WAITING |
|               169 |  5 |   WAITING |     READY |
|               169 |  1 |   WAITING |     READY |
|               169 |  5 |     READY |   RUNNING |
|               170 |  5 |   RUNNING |   WAITING |
|               170 |  1 |     READY |   RUNNING |
|               171 |  1 |   RUNNING |   WAITING |
|               173 |  5 |   WAITING |     READY |
|               173 |  1 |   WAITING |     READY |
|               173 |  5 |     READY |   RUNNING |
|               174 |  5 |   RUNNING |   WAITING |
|               174 |  1 |     READY |   RUNNING |
|               175 |  1 |   RUNNING |   WAITING |
|               177 |  5 |   WAITING |     READY |
|               177 |  1 |   WAITING |     READY |
|               177 |  5 |     READY |   RUNNING |
|               178 |  5 |   RUNNING |   WAITING |
|               178 |  1 |     READY |   RUNNING |
|               179 |  1 |   RUNNING |   WAITING |
|               181 |  5 |   WAITING |     READY |
|               181 |  1 |   WAITING |     READY |
|               181 |  5 |     READY |   RUNNING |
|               182 |  5 |   RUNNING |   WAITING |
|               182 |  1 |     READY |   RUNNING |
|               183 |  1 |   RUNNING |   WAITING |
|               185 |  5 |   WAITING |     READY |
|               185 |  1 |   WAITING |     READY |
|               185 |  5 |     READY |   RUNNING |
|               186 |  5 |   RUNNING |   WAITING |
|               186 |  1 |     READY |   RUNNING |
|               187 |  1 |   RUNNING |   WAITING |
|               189 |  5 |   WAITING |     READY |
|               189 |  1 |   WAITING |     READY |
|               189 |  5 |     READY |   RUNNING |
|               190 |  5 |   RUNNING |   WAITING |
|               190 |  1 |     READY |   RUNNING |
|               191 |  1 |   RUNNING |TERMINATED |
|               193 |  5 |   WAITING |     READY |
|               193 |  5 |     READY |   RUNNING |
|               194 |  5 |   RUNNING |   WAITING |
|               197 |  5 |   WAITING |     READY |
|               197 |  5 |     READY |   RUNNING |
|               198 |  5 |   RUNNING |   WAITING |
|               201 |  5 |   WAITING |     READY |
|               201 |  5 |     READY |   RUNNING |
|               202 |  5 |   RUNNING |   WAITING |
|               205 |  5 |   WAITING |     READY |
|               205 |  5 |     READY |   RUNNING |
|               206 |  5 |   RUNNING |   WAITING |
|               209 |  5 |   WAITING |     READY |
|               209 |  5 |     READY |   RUNNING |
|               210 |  5 |   RUNNING |   WAITING |
|               213 |  5 |   WAITING |     READY |
|               213 |  5 |     READY |   RUNNING |
|               214 |  5 |   RUNNING |   WAITING |
|               217 |  5 |   WAITING |     READY |
|               217 |  5 |     READY |   RUNNING |
|               218 |  5 |   RUNNING |   WAITING |
|               221 |  5 |   WAITING |     READY |
|               221 |  5 |     READY |   RUNNING |
|               222 |  5 |   RUNNING |   WAITING |
|               225 |  5 |   WAITING |     READY |
|               225 |  5 |     READY |   RUNNING |
|               226 |  5 |   RUNNING |   WAITING |
|               229 |  5 |   WAITING |     READY |
|               229 |  5 |     READY |   RUNNING |
|               230 |  5 |   RUNNING |   WAITING |
|               233 |  5 |   WAITING |     READY |
|               233 |  5 |     READY |   RUNNING |
|               234 |  5 |   RUNNING |   WAITING |
|               237 |  5 |   WAITING |     READY |
|               237 |  5 |     READY |   RUNNING |
|               238 |  5 |   RUNNING |   WAITING |
|               241 |  5 |   WAITING |     READY |
|               241 |  5 |     READY |   RUNNING |
|               242 |  5 |   RUNNING |   WAITING |
|               245 |  5 |   WAITING |     READY |
|               245 |  5 |     READY |   RUNNING |
|               246 |  5 |   RUNNING |   WAITING |
|               249 |  5 |   WAITING |     READY |
|               249 |  5 |     READY |   RUNNING |
|               250 |  5 |   RUNNING |   WAITING |
|               253 |  5 |   WAITING |     READY |
|               253 |  5 |     READY |   RUNNING |
|               254 |  5 |   RUNNING |   WAITING |
|               257 |  5 |   WAITING |     READY |
|               257 |  5 |     READY |   RUNNING |
|               258 |  5 |   RUNNING |   WAITING |
|               261 |  5 |   WAITING |     READY |
|               261 |  5 |     READY |   RUNNING |
|               262 |  5 |   RUNNING |TERMINATED |
+------------------------------------------------+
